Draw Date,Number_1,Number_2,Number_3,Number_4,Number_5,Number_6,Bonus,Ball Set,Machine,DrawNumber
2020-01-01,13,20,30,38,50,55,5,9,Lancelot,2507
2020-01-04,3,13,14,34,50,51,11,9,Lancelot,2508
2020-01-08,2,23,42,47,50,59,32,10,Guinevere,2509
2020-01-11,27,28,46,51,55,57,14,10,Guinevere,2510
2020-01-15,15,25,50,52,54,55,28,11,Guinevere,2511
2020-01-18,14,29,35,41,42,55,11,11,Guinevere,2512
2020-01-22,19,23,25,29,30,36,14,1,Lancelot,2513
2020-01-25,18,30,33,39,54,55,21,1,Lancelot,2514
2020-01-29,7,23,40,42,47,59,58,2,Lancelot,2515
2020-02-01,7,42,44,47,58,59,52,2,Lancelot,2516
2020-02-05,20,31,39,42,43,48,1,3,Guinevere,2517
2020-02-08,8,35,42,43,54,59,21,3,Guinevere,2518
2020-02-12,2,3,5,27,51,54,6,4,Guinevere,2519
2020-02-15,10,11,33,41,45,54,18,4,Guinevere,2520
2020-02-19,7,18,21,27,28,48,10,1,Lancelot,2521
2020-02-22,21,23,25,27,36,47,17,1,Lancelot,2522
2020-02-26,19,20,27,49,52,57,4,2,Lancelot,2523
2020-02-29,25,32,34,52,55,58,9,2,Lancelot,2524
2020-03-04,4,7,14,19,50,56,8,3,Guinevere,2525
2020-03-07,5,29,35,36,40,44,42,3,Guinevere,2526
2020-03-11,10,39,45,46,52,54,12,4,Guinevere,2527
2020-03-14,7,22,30,38,42,47,14,4,Guinevere,2528
2020-03-18,3,7,11,19,27,52,5,1,Lancelot,2529
2020-03-21,12,26,29,34,56,58,41,1,Lancelot,2530
2020-03-25,11,24,25,39,53,57,9,2,Lancelot,2531
2020-03-28,8,14,27,33,46,49,11,2,Lancelot,2532
2020-04-01,4,16,17,22,27,52,30,3,Guinevere,2533
2020-04-04,4,22,28,39,45,49,25,3,Guinevere,2534
2020-04-08,1,4,19,20,41,45,7,4,Guinevere,2535
2020-04-11,20,28,30,31,44,55,50,4,Guinevere,2536
2020-04-15,25,37,38,43,54,57,17,5,Lancelot,2537
2020-04-18,3,6,31,43,46,53,26,5,Lancelot,2538
2020-04-22,3,8,18,47,50,59,12,6,Lancelot,2539
2020-04-25,3,9,21,25,28,59,36,6,Lancelot,2540
2020-04-29,16,17,32,36,40,47,4,7,Guinevere,2541
2020-05-02,14,18,23,39,44,52,47,7,Guinevere,2542
2020-05-06,23,29,32,48,49,51,13,8,Guinevere,2543
2020-05-09,7,18,21,26,42,50,59,8,Guinevere,2544
2020-05-13,14,16,19,31,38,47,20,5,Lancelot,2545
2020-05-16,4,20,21,44,48,52,34,5,Lancelot,2546
2020-05-20,7,24,26,37,40,57,44,6,Lancelot,2547
2020-05-23,15,37,38,42,45,59,54,6,Lancelot,2548
2020-05-27,4,7,19,23,34,38,46,7,Guinevere,2549
2020-05-30,2,6,8,32,33,35,45,7,Guinevere,2550
2020-06-03,1,2,5,11,14,33,48,8,Guinevere,2551
2020-06-06,3,6,12,17,35,40,33,8,Guinevere,2552
2020-06-10,20,26,50,51,55,57,40,9,Merlin,2553
2020-06-13,10,12,19,21,35,51,42,9,Merlin,2554
2020-06-17,2,9,33,39,48,54,43,10,Merlin,2555
2020-06-20,7,21,26,30,40,48,13,10,Merlin,2556
2020-06-24,1,8,33,50,52,57,41,11,Arthur,2557
2020-06-27,2,15,19,33,37,43,12,11,Arthur,2558
2020-07-01,1,8,24,27,29,55,4,9,Arthur,2559
2020-07-04,32,33,34,48,52,57,13,9,Arthur,2560
2020-07-08,5,18,22,31,50,59,30,10,Merlin,2561
2020-07-11,9,10,14,17,32,58,22,10,Merlin,2562
2020-07-15,9,27,29,37,44,53,49,11,Merlin,2563
2020-07-18,1,20,24,32,33,42,30,11,Merlin,2564
2020-07-22,2,7,11,23,37,45,19,9,Arthur,2565
2020-07-25,10,13,14,18,33,34,15,9,Arthur,2566
2020-07-29,1,24,39,46,49,52,51,10,Arthur,2567
2020-08-01,4,10,13,24,53,56,22,10,Arthur,2568
2020-08-05,1,28,42,43,51,58,36,11,Merlin,2569
2020-08-08,2,40,49,53,56,58,41,11,Merlin,2570
2020-08-12,6,8,27,31,37,51,20,1,Merlin,2571
2020-08-15,10,14,16,22,25,34,21,1,Merlin,2572
2020-08-19,21,22,32,36,45,50,5,2,Arthur,2573
2020-08-22,19,23,24,28,37,51,12,2,Arthur,2574
2020-08-26,4,8,24,27,31,39,45,3,Arthur,2575
2020-08-29,5,10,21,47,51,57,16,3,Arthur,2576
2020-09-02,11,15,45,54,55,58,12,4,Merlin,2577
2020-09-05,3,11,28,36,38,47,32,4,Merlin,2578
2020-09-09,11,13,33,48,50,56,55,1,Merlin,2579
2020-09-12,5,23,36,37,42,52,14,1,Merlin,2580
2020-09-16,16,20,29,33,47,49,45,2,Arthur,2581
2020-09-19,9,13,39,49,52,53,56,2,Arthur,2582
2020-09-23,8,17,28,35,47,51,52,3,Arthur,2583
2020-09-26,1,19,35,38,54,55,45,3,Arthur,2584
2020-09-30,10,25,34,41,46,55,36,4,Merlin,2585
2020-10-03,1,4,13,24,27,47,2,4,Merlin,2586
2020-10-07,12,18,37,52,56,58,53,1,Merlin,2587
2020-10-10,11,21,36,45,49,56,2,1,Merlin,2588
2020-10-14,9,12,28,31,46,50,10,2,Arthur,2589
2020-10-17,26,32,38,41,49,51,46,2,Arthur,2590
2020-10-21,9,12,27,28,29,44,8,3,Arthur,2591
2020-10-24,13,18,19,47,53,57,44,3,Arthur,2592
2020-10-28,11,18,27,38,47,59,14,4,Merlin,2593
2020-10-31,1,6,16,34,49,59,35,4,Merlin,2594
2020-11-04,10,20,28,32,35,50,24,5,Merlin,2595
2020-11-07,3,33,45,50,52,56,44,5,Merlin,2596
2020-11-11,6,36,46,49,50,59,38,6,Arthur,2597
2020-11-14,25,37,39,44,50,56,13,6,Arthur,2598
2020-11-18,18,26,27,28,41,54,45,7,Arthur,2599
2020-11-21,23,32,37,49,54,57,47,7,Arthur,2600
2020-11-25,11,18,30,33,44,55,48,8,Merlin,2601
2020-11-28,9,27,35,45,46,57,32,8,Merlin,2602
2020-12-02,16,22,26,38,39,47,48,5,Merlin,2603
2020-12-05,13,38,47,51,52,59,18,5,Arthur,2604
2020-12-09,7,8,10,14,28,33,26,6,Guinevere,2605
2020-12-12,13,38,39,49,53,56,59,6,Guinevere,2606
2020-12-16,2,28,30,36,38,43,33,7,Guinevere,2607
2020-12-19,4,10,14,21,27,28,23,7,Guinevere,2608
2020-12-23,20,42,48,51,52,54,21,8,Lancelot,2609
2020-12-26,26,43,44,46,52,55,6,8,Lancelot,2610
2020-12-30,11,17,21,24,37,49,45,5,Lancelot,2611
2021-01-02,6,8,9,36,39,57,37,5,Lancelot,2612
2021-01-06,2,8,36,51,52,54,10,6,Guinevere,2613
2021-01-09,9,21,23,30,35,38,53,6,Guinevere,2614
2021-01-13,1,8,12,16,18,42,4,7,Guinevere,2615
2021-01-16,3,15,38,45,48,53,27,7,Guinevere,2616
2021-01-20,3,5,7,13,25,57,37,8,Lancelot,2617
2021-01-23,1,6,25,45,49,52,56,8,Lancelot,2618
2021-01-27,22,30,34,35,45,50,51,9,Lancelot,2619
2021-01-30,4,28,31,36,51,55,42,9,Lancelot,2620
2021-02-03,4,9,17,21,26,46,12,10,Guinevere,2621
2021-02-06,27,28,32,39,46,52,6,10,Guinevere,2622
2021-02-10,1,15,29,33,42,49,54,11,Guinevere,2623
2021-02-13,15,16,37,42,44,50,48,11,Guinevere,2624
2021-02-17,5,6,8,20,26,39,1,9,Lancelot,2625
2021-02-20,3,16,18,24,36,56,10,9,Lancelot,2626
2021-02-24,1,9,16,17,18,34,13,10,Lancelot,2627
2021-02-27,4,33,36,39,45,49,20,10,Lancelot,2628
2021-03-03,2,3,8,23,40,54,52,11,Guinevere,2629
2021-03-06,16,17,29,47,52,56,15,11,Guinevere,2630
2021-03-10,1,5,9,21,26,42,17,9,Guinevere,2631
2021-03-13,6,8,11,17,29,44,20,9,Guinevere,2632
2021-03-17,7,16,26,28,36,58,9,10,Lancelot,2633
2021-03-20,12,15,24,34,36,51,21,10,Lancelot,2634
2021-03-24,2,3,23,27,40,50,30,11,Lancelot,2635
2021-03-27,3,5,18,22,26,49,29,11,Lancelot,2636
2021-03-31,4,6,13,49,56,58,12,1,Guinevere,2637
2021-04-03,2,8,28,32,40,45,5,1,Guinevere,2638
2021-04-07,12,38,40,51,57,58,29,2,Guinevere,2639
2021-04-10,20,25,26,48,49,50,30,2,Guinevere,2640
2021-04-14,6,12,20,48,52,57,34,3,Lancelot,2641
2021-04-17,7,8,18,21,23,57,4,3,Lancelot,2642
2021-04-21,4,6,14,32,34,39,46,4,Lancelot,2643
2021-04-24,16,24,29,30,32,38,1,4,Lancelot,2644
2021-04-28,1,4,27,48,57,59,5,1,Guinevere,2645
2021-05-01,7,10,31,32,34,40,14,1,Guinevere,2646
2021-05-05,8,27,34,40,55,56,43,2,Guinevere,2647
2021-05-08,10,12,23,31,37,46,15,2,Guinevere,2648
2021-05-12,10,17,23,40,51,52,20,3,Lancelot,2649
2021-05-15,6,19,27,32,39,57,50,3,Lancelot,2650
2021-05-19,18,36,50,53,57,58,22,4,Lancelot,2651
2021-05-22,9,20,41,43,46,48,7,4,Lancelot,2652
2021-05-26,28,33,36,45,49,51,48,1,Guinevere,2653
2021-05-29,1,10,16,36,46,55,44,1,Guinevere,2654
2021-06-02,1,15,17,33,53,59,41,2,Guinevere,2655
2021-06-05,3,6,33,39,46,57,17,2,Guinevere,2656
2021-06-09,9,15,24,34,43,49,32,3,Lancelot,2657
2021-06-12,9,11,16,27,36,52,50,3,Lancelot,2658
2021-06-16,6,22,28,36,48,53,13,4,Lancelot,2659
2021-06-19,12,18,21,38,44,54,14,4,Lancelot,2660
2021-06-23,4,14,15,33,50,53,16,5,Guinevere,2661
2021-06-26,14,24,37,39,41,53,19,5,Guinevere,2662
2021-06-30,12,27,34,38,40,41,32,6,Guinevere,2663
2021-07-03,1,12,27,29,31,47,23,6,Guinevere,2664
2021-07-07,2,3,7,20,40,52,14,7,Lancelot,2665
2021-07-10,9,19,22,33,47,54,1,7,Lancelot,2666
2021-07-14,12,27,29,35,36,41,51,8,Lancelot,2667
2021-07-17,3,25,33,35,48,56,1,8,Lancelot,2668
2021-07-21,5,17,20,37,45,51,29,5,Guinevere,2669
2021-07-24,6,7,17,28,34,37,59,5,Guinevere,2670
2021-07-28,23,26,34,36,44,59,43,6,Guinevere,2671
2021-07-31,11,12,13,19,43,58,48,6,Guinevere,2672
2021-08-04,3,16,27,34,36,46,6,7,Lancelot,2673
2021-08-07,10,15,22,41,51,57,58,7,Lancelot,2674
2021-08-11,13,32,36,37,39,46,40,8,Lancelot,2675
2021-08-14,1,2,15,19,39,43,58,8,Lancelot,2676
2021-08-18,4,10,27,30,48,50,54,5,Arthur,2677
2021-08-21,17,18,27,28,35,57,51,5,Arthur,2678
2021-08-25,7,15,30,39,52,59,38,6,Arthur,2679
2021-08-28,18,24,34,49,50,57,41,6,Arthur,2680
2021-09-01,3,19,28,33,41,43,57,7,Merlin,2681
2021-09-04,1,14,21,36,39,41,34,7,Merlin,2682
2021-09-08,3,4,13,14,38,56,52,8,Merlin,2683
2021-09-11,2,13,38,42,52,54,39,8,Merlin,2684
2021-09-15,20,24,25,27,34,37,50,9,Arthur,2685
2021-09-18,19,32,44,45,52,53,12,9,Arthur,2686
2021-09-22,13,21,33,40,44,52,9,10,Arthur,2687
2021-09-25,13,15,31,32,36,56,53,10,Arthur,2688
2021-09-29,15,17,27,40,45,52,28,11,Merlin,2689
2021-10-02,32,35,36,37,40,51,43,11,Merlin,2690
2021-10-06,1,9,16,27,30,51,34,9,Merlin,2691
2021-10-09,6,9,30,48,51,52,55,9,Merlin,2692
2021-10-13,4,8,12,15,38,56,30,10,Arthur,2693
2021-10-16,4,18,21,24,37,58,22,10,Arthur,2694
2021-10-20,23,27,29,37,43,47,11,11,Arthur,2695
2021-10-23,4,13,21,27,28,37,19,11,Arthur,2696
2021-10-27,8,20,22,39,47,48,16,9,Merlin,2697
2021-10-30,7,18,47,51,56,59,17,9,Merlin,2698
2021-11-03,6,31,39,47,48,58,8,10,Merlin,2699
2021-11-06,3,7,21,29,34,39,19,10,Merlin,2700
2021-11-10,10,11,18,20,37,49,5,11,Arthur,2701
2021-11-13,13,14,16,28,43,52,56,11,Arthur,2702
2021-11-17,13,24,34,35,49,55,53,1,Arthur,2703
2021-11-20,5,16,17,32,51,59,53,1,Arthur,2704
2021-11-24,4,11,17,19,39,42,59,2,Merlin,2705
2021-11-27,1,15,16,17,24,48,9,2,Merlin,2706
2021-12-01,4,7,8,37,42,50,36,3,Merlin,2707
2021-12-04,8,24,25,32,33,46,47,3,Merlin,2708
2021-12-08,12,30,31,34,52,58,56,1,Arthur,2709
2021-12-11,6,13,14,15,31,33,38,5,Arthur,2710
2021-12-15,2,15,17,28,30,45,54,6,Arthur,2711
2021-12-18,12,23,27,45,51,54,59,6,Arthur,2712
2021-12-22,6,13,14,20,45,52,54,7,Merlin,2713
2021-12-25,15,24,26,30,42,59,18,7,Merlin,2714
2021-12-29,3,17,28,42,52,57,58,8,Merlin,2715
2022-01-01,14,29,31,41,43,56,42,8,Merlin,2716
2022-01-05,3,5,21,28,56,57,14,5,Arthur,2717
2022-01-08,21,28,33,36,43,46,27,5,Arthur,2718
2022-01-12,8,21,37,39,56,59,32,6,Arthur,2719
2022-01-15,13,14,25,31,37,39,4,6,Arthur,2720
2022-01-19,3,13,41,50,56,57,58,7,Merlin,2721
2022-01-22,1,20,25,35,46,59,28,7,Merlin,2722
2022-01-26,5,26,36,53,57,58,2,8,Merlin,2723
2022-01-29,4,12,35,41,47,50,46,8,Merlin,2724
2022-02-02,6,22,29,48,50,59,3,5,Guinevere,2725
2022-02-05,8,24,36,39,46,56,48,5,Guinevere,2726
2022-02-09,12,16,17,43,53,57,29,6,Guinevere,2727
2022-02-12,9,16,26,28,47,58,49,6,Guinevere,2728
2022-02-16,21,27,31,50,53,59,24,7,Lancelot,2729
2022-02-19,33,34,44,50,56,57,26,7,Lancelot,2730
2022-02-23,4,22,26,27,33,37,20,9,Lancelot,2731
2022-02-26,5,8,33,37,47,52,20,9,Lancelot,2732
2022-03-02,43,48,49,52,55,58,32,10,Guinevere,2733
2022-03-05,10,21,29,33,42,51,48,10,Guinevere,2734
2022-03-09,3,10,26,38,41,47,45,11,Guinevere,2735
2022-03-12,7,13,21,23,39,44,16,11,Guinevere,2736
2022-03-16,14,20,23,28,33,54,12,9,Lancelot,2737
2022-03-19,20,24,33,34,50,51,7,9,Lancelot,2738
2022-03-23,3,14,15,46,52,53,50,10,Lancelot,2739
2022-03-26,13,18,27,35,46,53,40,10,Lancelot,2740
2022-03-30,11,12,14,17,44,58,29,11,Guinevere,2741
2022-04-02,22,24,27,30,52,57,20,11,Guinevere,2742
2022-04-06,3,17,23,24,30,49,59,9,Guinevere,2743
2022-04-09,10,11,18,29,44,59,17,9,Guinevere,2744
2022-04-13,1,7,10,30,40,53,2,10,Lancelot,2745
2022-04-16,2,4,6,35,55,58,44,10,Lancelot,2746
2022-04-20,5,8,24,47,50,53,31,11,Lancelot,2747
2022-04-23,7,10,24,31,48,56,15,11,Lancelot,2748
2022-04-27,10,22,35,38,56,57,46,1,Guinevere,2749
2022-04-30,15,19,26,41,51,57,52,1,Guinevere,2750
2022-05-04,6,10,29,50,55,57,5,2,Guinevere,2751
2022-05-07,3,5,6,15,41,45,39,2,Guinevere,2752
2022-05-11,21,34,37,39,44,51,26,3,Lancelot,2753
2022-05-14,12,15,21,24,39,50,35,3,Lancelot,2754
2022-05-18,18,20,38,40,42,51,45,4,Lancelot,2755
2022-05-21,12,25,37,48,51,57,8,4,Lancelot,2756
2022-05-25,30,31,37,45,49,56,51,1,Guinevere,2757
2022-05-28,5,16,24,34,44,57,20,1,Guinevere,2758
2022-06-01,1,4,6,30,32,38,18,2,Arthur,2759
2022-06-04,9,19,41,46,52,59,24,2,Arthur,2760
2022-06-08,11,23,25,38,53,58,52,3,Arthur,2761
2022-06-11,20,21,32,34,52,59,1,3,Arthur,2762
2022-06-15,3,26,37,38,41,53,36,4,Merlin,2763
2022-06-18,11,14,36,39,42,59,21,4,Merlin,2764
2022-06-22,21,36,40,46,48,54,38,1,Merlin,2765
2022-06-25,13,23,25,31,43,52,6,1,Merlin,2766
2022-06-29,3,17,21,26,46,59,39,2,Arthur,2767
2022-07-02,9,23,33,43,48,53,1,2,Arthur,2768
2022-07-06,9,25,36,41,44,54,48,3,Arthur,2769
2022-07-09,6,12,15,24,40,48,45,3,Arthur,2770
2022-07-13,12,13,19,39,42,59,10,4,Merlin,2771
2022-07-16,2,12,19,32,54,58,23,4,Merlin,2772
2022-07-20,12,14,17,32,33,36,9,5,Merlin,2773
2022-07-23,2,10,13,34,41,54,26,5,Merlin,2774
2022-07-27,1,11,14,37,38,39,54,6,Arthur,2775
2022-07-30,7,16,17,19,33,57,12,6,Arthur,2776
2022-08-03,5,25,28,29,53,58,15,7,Arthur,2777
2022-08-06,14,15,31,41,44,45,20,7,Arthur,2778
2022-08-10,6,21,24,40,47,52,30,8,Merlin,2779
2022-08-13,15,22,42,49,50,54,59,8,Merlin,2780
2022-08-17,20,26,30,37,45,48,33,5,Merlin,2781
2022-08-20,3,5,6,9,35,59,38,5,Merlin,2782
2022-08-24,10,14,25,32,35,39,42,6,Arthur,2783
2022-08-27,7,10,20,24,30,38,19,6,Arthur,2784
2022-08-31,13,16,21,30,49,54,8,7,Arthur,2785
2022-09-03,9,25,42,43,46,52,6,7,Arthur,2786
2022-09-07,3,20,27,34,42,58,48,8,Merlin,2787
2022-09-10,2,6,7,29,31,42,9,8,Merlin,2788
2022-09-14,25,38,45,46,55,57,16,5,Merlin,2789
2022-09-17,11,22,25,28,45,55,15,5,Merlin,2790
2022-09-21,6,13,28,34,37,45,24,6,Arthur,2791
2022-09-24,14,15,18,22,39,50,51,7,Arthur,2792
2022-09-28,3,15,20,48,57,58,9,7,Arthur,2793
2022-10-01,1,4,9,40,44,58,21,7,Arthur,2794
2022-10-05,23,31,36,48,51,54,38,8,Merlin,2795
2022-10-08,6,8,12,26,32,46,51,8,Merlin,2796
2022-10-12,20,21,24,26,39,47,37,9,Merlin,2797
2022-10-15,11,13,18,25,36,55,39,9,Merlin,2798
2022-10-19,2,13,18,45,50,59,14,10,Arthur,2799
2022-10-22,11,33,42,56,58,59,34,10,Arthur,2800
2022-10-26,7,13,20,21,46,53,49,11,Arthur,2801
2022-10-29,7,15,26,37,39,58,41,11,Arthur,2802
2022-11-02,4,18,40,41,44,46,54,9,Merlin,2803
2022-11-05,2,13,27,31,38,41,34,9,Merlin,2804
2022-11-09,1,5,29,31,44,58,8,10,Merlin,2805
2022-11-12,4,11,22,37,44,48,39,10,Merlin,2806
2022-11-16,1,18,27,30,39,53,58,11,Arthur,2807
2022-11-19,5,17,20,30,39,49,59,11,Arthur,2808
2022-11-23,5,16,29,42,43,58,37,9,Arthur,2809
2022-11-26,1,3,5,17,50,52,11,9,Arthur,2810
2022-11-30,13,17,20,47,49,50,11,10,Merlin,2811
2022-12-03,11,13,14,16,19,38,23,10,Merlin,2812
2022-12-07,9,21,33,37,45,51,55,11,Merlin,2813
2022-12-10,14,17,19,23,34,51,54,11,Merlin,2814
2022-12-14,16,39,41,44,49,50,6,1,Guinevere,2815
2022-12-17,15,22,38,39,49,56,32,1,Guinevere,2816
2022-12-21,5,19,34,38,53,54,31,2,Guinevere,2817
2022-12-24,1,8,14,46,49,59,19,2,Guinevere,2818
2022-12-28,5,19,27,31,48,57,30,3,Lancelot,2819
2022-12-31,27,34,47,56,57,58,19,3,Lancelot,2820
2023-01-04,1,4,9,32,42,58,26,4,Lancelot,2821
2023-01-07,6,7,11,33,45,57,18,4,Lancelot,2822
2023-01-11,4,19,22,46,54,56,21,1,Guinevere,2823
2023-01-14,9,33,37,39,47,54,24,1,Guinevere,2824
2023-01-18,11,23,26,36,37,44,53,2,Guinevere,2825
2023-01-21,7,9,14,21,30,57,18,2,Guinevere,2826
2023-01-25,4,7,19,23,50,58,8,3,Lancelot,2827
2023-01-28,5,8,20,23,30,50,25,3,Lancelot,2828
2023-02-01,16,28,29,31,53,59,34,4,Lancelot,2829
2023-02-04,2,5,23,27,31,58,56,4,Lancelot,2830
2023-02-08,13,26,28,33,42,53,55,1,Guinevere,2831
2023-02-11,3,5,37,46,47,57,50,1,Guinevere,2832
2023-02-15,10,20,34,42,50,56,14,2,Guinevere,2833
2023-02-18,9,35,49,52,53,58,29,2,Guinevere,2834
2023-02-22,11,13,15,23,34,39,9,3,Lancelot,2835
2023-02-25,22,31,32,45,50,53,35,3,Lancelot,2836
2023-03-01,5,28,36,39,48,49,35,4,Lancelot,2837
2023-03-04,6,16,24,30,33,44,7,4,Lancelot,2838
2023-03-08,5,29,41,49,57,59,22,5,Guinevere,2839
2023-03-11,1,19,27,28,41,50,49,5,Guinevere,2840
2023-03-15,2,12,24,37,39,43,36,6,Guinevere,2841
2023-03-18,13,22,39,46,54,59,58,6,Guinevere,2842
2023-03-22,5,27,33,37,42,58,10,7,Lancelot,2843
2023-03-25,11,13,30,40,43,44,28,7,Lancelot,2844
2023-03-29,10,24,27,32,42,52,37,8,Lancelot,2845
2023-04-01,3,7,13,40,43,47,49,8,Lancelot,2846
2023-04-05,4,18,29,30,39,52,46,5,Guinevere,2847
2023-04-08,4,12,19,20,24,42,17,5,Guinevere,2848
2023-04-12,12,16,29,39,45,51,5,6,Guinevere,2849
2023-04-15,3,13,17,21,35,58,29,6,Guinevere,2850
2023-04-19,7,22,25,47,54,58,37,7,Lancelot,2851
2023-04-22,8,22,29,31,35,51,46,7,Lancelot,2852
2023-04-26,19,26,27,29,53,57,17,8,Lancelot,2853
2023-04-29,12,31,35,41,44,56,59,8,Lancelot,2854
2023-05-03,12,28,33,37,42,49,25,5,Guinevere,2855
2023-05-06,3,23,33,36,54,55,7,5,Guinevere,2856
2023-05-10,9,15,22,45,52,57,12,6,Guinevere,2857
2023-05-13,2,13,32,42,54,58,28,6,Guinevere,2858
2023-05-17,1,2,4,9,50,51,17,7,Lancelot,2859
2023-05-20,7,24,34,36,44,51,20,7,Lancelot,2860
2023-05-24,3,4,10,13,14,36,18,8,Lancelot,2861
2023-05-27,5,14,22,37,42,49,54,8,Lancelot,2862
2023-05-31,19,24,28,33,41,54,48,5,Guinevere,2863
2023-06-03,4,13,15,20,22,59,17,9,Merlin,2864
2023-06-07,3,4,12,35,55,56,50,10,Merlin,2865
2023-06-10,13,29,36,39,44,56,3,10,Merlin,2866
2023-06-14,2,16,21,23,47,56,3,11,Arthur,2867
2023-06-17,11,13,28,32,46,47,21,11,Arthur,2868
2023-06-21,1,3,4,7,8,15,54,9,Arthur,2869
2023-06-24,17,18,22,36,39,53,31,9,Arthur,2870
2023-06-28,31,32,33,40,56,59,20,10,Merlin,2871
2023-07-01,1,12,20,22,24,35,34,10,Merlin,2872
2023-07-05,10,15,16,38,44,47,12,11,Merlin,2873
2023-07-08,6,15,18,23,24,59,14,11,Merlin,2874
2023-07-12,3,30,44,50,52,57,45,9,Arthur,2875
2023-07-15,10,11,37,45,46,58,30,9,Arthur,2876
2023-07-19,12,30,34,39,41,47,40,10,Arthur,2877
2023-07-22,11,14,20,35,41,46,2,10,Arthur,2878
2023-07-26,10,12,19,27,29,50,33,11,Merlin,2879
2023-07-29,8,20,21,33,37,56,25,11,Merlin,2880
2023-08-02,5,10,21,23,35,49,16,2,Merlin,2881
2023-08-05,5,22,28,38,50,58,2,2,Merlin,2882
2023-08-09,10,16,24,29,34,48,54,3,Arthur,2883
2023-08-12,14,17,21,24,25,39,44,3,Arthur,2884
2023-08-16,8,10,32,43,51,59,26,4,Arthur,2885
2023-08-19,2,7,17,28,31,37,8,4,Arthur,2886
2023-08-23,13,16,23,32,37,57,15,1,Merlin,2887
2023-08-26,12,13,41,42,45,50,43,1,Merlin,2888
2023-08-30,11,19,20,25,48,59,41,2,Merlin,2889
2023-09-02,9,11,46,49,53,55,16,2,Merlin,2890
2023-09-06,3,12,22,38,53,54,28,3,Arthur,2891
2023-09-09,15,20,39,43,49,59,56,3,Arthur,2892
2023-09-13,7,10,23,29,31,42,6,4,Arthur,2893
2023-09-16,7,17,22,24,31,59,50,4,Arthur,2894
2023-09-20,9,18,34,37,42,52,50,1,Merlin,2895
2023-09-23,12,34,37,41,55,58,13,1,Merlin,2896
2023-09-27,8,10,11,20,31,44,28,2,Merlin,2897
2023-09-30,1,8,14,20,24,40,52,2,Merlin,2898
2023-10-04,3,8,37,42,53,55,46,3,Arthur,2899
2023-10-07,10,16,20,22,47,52,26,3,Arthur,2900
2023-10-11,3,8,15,18,23,25,58,4,Arthur,2901
2023-10-14,4,27,28,31,51,57,48,4,Arthur,2902
2023-10-18,6,7,8,20,34,48,38,5,Merlin,2903
2023-10-21,14,15,26,37,43,54,6,5,Merlin,2904
2023-10-25,16,20,33,41,47,59,21,6,Merlin,2905
2023-10-28,25,28,37,38,42,50,6,6,Merlin,2906
2023-11-01,9,15,36,37,42,43,50,7,Arthur,2907
2023-11-04,20,37,39,52,54,57,43,7,Arthur,2908
2023-11-08,1,7,12,17,46,53,24,8,Arthur,2909
2023-11-11,12,26,28,34,41,42,32,8,Arthur,2910
2023-11-15,6,7,16,33,40,55,4,5,Arthur,2911
2023-11-18,3,11,22,23,32,47,56,5,Arthur,2912
2023-11-22,9,14,26,49,55,56,28,6,Arthur,2913
2023-11-25,5,9,31,34,46,48,49,6,Arthur,2914
2023-11-29,19,31,35,38,42,49,13,7,Arthur,2915
2023-12-02,2,4,11,23,26,33,40,7,Arthur,2916
2023-12-06,2,3,6,22,43,55,47,8,Arthur,2917
2023-12-09,15,27,33,44,46,59,30,8,Arthur,2918
2023-12-13,10,28,31,34,43,48,57,5,Lancelot,2919
2023-12-16,4,12,23,30,50,56,8,5,Lancelot,2920
2023-12-20,4,8,11,46,50,53,16,6,Lancelot,2921
2023-12-23,17,29,31,40,47,56,44,6,Lancelot,2922
2023-12-27,2,23,24,29,33,36,42,7,Guinevere,2923
2023-12-30,15,26,29,37,49,53,38,7,Guinevere,2924
2024-01-03,1,5,19,27,38,59,55,8,Guinevere,2925
2024-01-06,2,23,38,43,53,54,41,8,Guinevere,2926
2024-01-10,1,5,15,25,45,53,2,9,Lancelot,2927
2024-01-13,8,22,27,44,46,48,7,9,Lancelot,2928
2024-01-17,10,24,28,30,44,48,35,10,Lancelot,2929
2024-01-20,7,14,20,29,38,49,42,10,Lancelot,2930
2024-01-24,6,22,27,46,49,57,17,11,Guinevere,2931
2024-01-27,18,20,22,34,47,58,16,11,Guinevere,2932
2024-01-31,5,10,11,22,27,54,55,9,Guinevere,2933
2024-02-03,8,19,25,28,29,50,46,9,Guinevere,2934
2024-02-07,1,2,17,33,40,51,42,10,Lancelot,2935
2024-02-10,4,19,24,29,43,53,34,10,Lancelot,2936
2024-02-14,9,11,32,36,45,54,24,11,Lancelot,2937
2024-02-17,5,19,28,39,41,42,43,11,Lancelot,2938
2024-02-21,25,27,32,50,54,58,55,9,Guinevere,2939
2024-02-24,3,4,11,20,36,56,28,9,Guinevere,2940
2024-02-28,12,21,39,44,45,50,51,10,Guinevere,2941
2024-03-02,2,20,34,40,48,59,6,10,Guinevere,2942
2024-03-06,7,11,32,37,48,58,28,11,Lancelot,2943
2024-03-09,14,15,17,33,53,55,43,11,Lancelot,2944
2024-03-13,24,26,28,34,35,37,48,9,Lancelot,2945
2024-03-16,11,16,18,35,44,45,51,9,Lancelot,2946
2024-03-20,8,10,14,25,29,35,32,10,Guinevere,2947
2024-03-23,7,15,41,43,45,50,28,10,Guinevere,2948
